date,CA_1_HOBBIES,CA_1_HOUSEHOLD,CA_1_FOODS,CA_2_HOBBIES,CA_2_HOUSEHOLD,CA_2_FOODS,CA_3_HOBBIES,CA_3_HOUSEHOLD,CA_3_FOODS,CA_4_HOBBIES,CA_4_HOUSEHOLD,CA_4_FOODS,TX_1_HOBBIES,TX_1_HOUSEHOLD,TX_1_FOODS,TX_2_HOBBIES,TX_2_HOUSEHOLD,TX_2_FOODS,TX_3_HOBBIES,TX_3_HOUSEHOLD,TX_3_FOODS,WI_1_HOBBIES,WI_1_HOUSEHOLD,WI_1_FOODS,WI_2_HOBBIES,WI_2_HOUSEHOLD,WI_2_FOODS,WI_3_HOBBIES,WI_3_HOUSEHOLD,WI_3_FOODS
2011-02-08,1019.21,1749.790000000003,5079.650000000003,676.4700000000001,2077.290000000003,3252.3900000000053,1151.5000000000005,2751.1200000000017,7383.509999999994,398.5199999999999,828.8700000000009,2406.0000000000036,414.09999999999997,1353.7800000000013,2690.660000000003,751.7100000000004,1721.1700000000014,4326.7800000000025,615.4600000000003,1315.2700000000016,3475.7600000000075,717.0500000000002,1229.870000000002,1631.560000000001,373.6,1125.970000000001,2524.5500000000025,707.5900000000001,1608.1100000000026,5522.080000000001
2011-02-09,723.8000000000002,1460.8100000000024,4753.0300000000025,708.3000000000003,1809.200000000002,2968.5100000000043,959.3900000000003,2570.700000000001,7408.459999999991,399.04,817.6300000000014,2152.300000000004,411.5,1136.310000000001,3602.8400000000056,698.0800000000003,1494.3300000000017,4422.730000000008,438.5400000000001,900.8100000000007,3648.5500000000056,725.8900000000001,1317.6500000000021,1779.4800000000018,405.26000000000016,1421.930000000001,3127.8000000000043,645.3200000000002,1737.3400000000017,5763.1600000000035
2011-02-10,1048.5500000000004,1486.2100000000016,5225.059999999993,921.0500000000004,2053.800000000002,3248.5400000000027,1090.3600000000004,2847.14,8211.249999999985,479.4400000000001,853.340000000001,2545.1300000000033,510.02000000000015,1350.030000000001,3233.290000000003,775.04,1723.1700000000021,4312.790000000006,449.88000000000005,983.2300000000009,3049.150000000005,783.48,1153.0400000000018,1853.4700000000023,402.57,1388.3800000000015,2933.2100000000037,644.7700000000001,2121.780000000001,5064.830000000004
2011-02-11,1175.4000000000003,1889.890000000003,5523.939999999999,998.9600000000006,2750.5200000000023,3830.5500000000043,1097.7600000000007,3517.3999999999983,7162.85,474.76,937.2700000000016,2450.080000000002,614.34,1430.1200000000022,3696.210000000004,782.0800000000007,2130.4400000000032,4958.94,708.7300000000004,1300.4400000000014,3605.7400000000066,1147.19,1996.390000000003,2563.0600000000018,412.15000000000003,1707.0800000000015,3398.9000000000024,957.3600000000005,2304.8500000000013,6460.709999999993
2011-02-12,1502.8400000000008,2612.6900000000023,7401.0700000000015,1278.3200000000006,4145.719999999997,5089.24,1199.0200000000011,4009.1400000000003,8396.369999999994,505.8699999999999,1148.310000000001,2565.2900000000027,726.2300000000004,2316.8900000000017,4803.050000000007,1029.6700000000005,2835.2300000000027,6831.049999999996,622.6300000000002,1878.6400000000026,5728.2199999999975,1555.3000000000013,2530.0400000000022,2995.670000000002,494.0200000000004,1795.420000000002,3717.9299999999994,1104.43,2988.839999999999,8777.759999999997
2011-02-13,1364.6200000000006,2810.4400000000037,7835.779999999997,1028.2500000000002,4360.009999999999,5315.449999999996,1439.3900000000006,4202.239999999999,9766.929999999995,610.6399999999999,1269.7600000000018,3575.0900000000097,832.5800000000003,2717.74,5817.359999999995,1155.4800000000002,3610.3200000000006,8730.609999999993,638.42,2277.1000000000004,6592.989999999996,956.7199999999999,2221.9000000000015,2751.6300000000033,604.6400000000002,1737.2800000000016,3811.6900000000005,848.6600000000007,3390.6799999999994,8489.429999999995
2011-02-14,926.5600000000003,1704.5300000000027,4726.1,625.1400000000002,1956.6800000000032,2635.660000000002,846.3700000000002,2480.710000000001,5865.549999999993,324.60999999999996,699.9900000000011,2436.3200000000024,607.0700000000002,1371.9200000000017,3271.070000000008,819.9000000000003,1827.5300000000027,4867.090000000006,436.1200000000002,1307.5500000000013,4118.480000000004,821.38,1322.7700000000025,2089.710000000002,418.81000000000006,1116.9500000000012,2394.700000000002,599.1000000000005,1745.3100000000022,5365.21
2011-02-15,741.5400000000005,1483.8400000000022,4151.050000000005,712.9200000000003,2274.8700000000013,2571.5400000000013,1136.6200000000003,3245.270000000001,5512.939999999997,594.99,999.7700000000009,2392.140000000004,449.9000000000001,1589.6800000000019,3859.7000000000057,854.3400000000005,2097.1700000000037,4989.760000000004,508.6600000000001,1490.9200000000017,4378.570000000004,703.3300000000005,1300.980000000002,1730.840000000001,518.7900000000002,1553.1500000000008,3285.470000000004,593.8499999999999,1739.170000000002,6816.540000000002
2011-02-16,708.44,1478.7700000000018,3806.190000000004,553.9900000000002,2172.840000000003,2694.7100000000023,778.8900000000003,3305.1899999999987,5811.219999999997,630.9599999999999,749.1200000000008,2148.1300000000024,420.79000000000025,1716.740000000002,3210.9200000000037,796.8800000000003,2204.770000000003,4304.900000000002,611.3600000000005,1261.920000000002,3698.0900000000047,898.9200000000003,1396.9800000000023,1602.930000000001,398.81000000000006,1189.3300000000008,2753.3600000000015,764.4000000000004,1733.4400000000028,5182.599999999998
2011-02-17,854.3800000000007,1377.0600000000031,3566.8800000000065,546.0400000000002,2066.080000000003,2597.070000000003,849.7400000000005,2795.63,5257.809999999999,415.09000000000003,675.100000000001,2077.8100000000027,628.2900000000002,1527.6500000000024,2965.8100000000045,788.61,2100.250000000002,3891.590000000006,535.1800000000002,1560.0500000000031,3418.800000000003,926.8900000000003,1582.0900000000022,1751.9000000000015,470.89000000000016,1427.2400000000016,2786.020000000001,666.5500000000003,2210.6100000000015,4871.880000000004
2011-02-18,1094.1800000000005,2145.0000000000014,5428.189999999998,766.6700000000002,2495.6599999999985,3442.1200000000035,913.2500000000006,2896.539999999997,5496.610000000001,579.5100000000001,967.5500000000012,2694.5900000000042,554.0800000000003,1937.1300000000033,3186.520000000007,830.3300000000005,2350.700000000004,4330.230000000002,628.1200000000005,1831.5800000000027,3625.260000000004,1000.9200000000004,2134.4900000000025,2190.580000000001,413.5999999999999,1909.5200000000016,2780.0800000000004,863.9700000000008,2573.3400000000015,5407.6700000000055
2011-02-19,1452.6000000000004,2888.349999999998,6880.969999999994,1212.3000000000006,3832.8199999999983,4001.5400000000054,1290.3100000000002,4396.920000000003,7383.509999999998,629.7100000000002,1160.8000000000013,2922.2800000000043,709.9000000000005,2732.020000000002,3965.150000000004,1402.960000000001,3582.13,5564.2000000000035,866.0400000000005,2458.2300000000023,4641.240000000007,1536.7000000000005,2809.470000000004,2923.7100000000046,621.7000000000002,2063.100000000002,2970.6500000000024,1202.020000000001,3277.9500000000007,6271.5499999999965
2011-02-20,1168.9200000000005,2686.1500000000037,6784.710000000002,1024.4300000000005,4306.620000000002,4155.740000000002,1203.190000000001,4737.349999999998,7582.440000000005,572.9200000000002,1228.4200000000014,2651.5300000000043,624.4500000000003,2758.2,4145.670000000005,1180.3800000000012,3694.010000000001,6437.930000000001,759.7900000000004,2353.580000000001,5023.870000000003,674.0000000000003,1465.570000000002,1664.480000000002,388.22,1462.7500000000014,2527.8500000000004,511.49000000000024,2412.5899999999992,5182.190000000004
2011-02-21,1294.8600000000004,2426.490000000002,5125.91,1008.1800000000005,3465.4600000000023,3452.730000000003,1030.7600000000004,4324.39,6982.899999999996,538.3900000000001,1221.090000000002,2666.210000000004,408.7400000000001,1678.5200000000023,3224.600000000003,792.6500000000002,2439.940000000003,4875.55,565.6700000000001,1751.5700000000024,3624.5400000000045,481.35000000000014,856.7100000000014,1191.1700000000014,396.5600000000002,1262.8600000000013,2079.650000000001,430.1500000000001,1605.3900000000021,4344.5800000000045
2011-02-22,873.6500000000001,1611.1200000000028,3870.5400000000027,693.0400000000003,1996.300000000003,2704.960000000004,1175.0400000000006,3466.409999999999,5066.510000000002,478.6800000000002,853.190000000001,2196.6900000000032,451.6700000000004,1743.1200000000013,2893.8200000000056,780.0200000000002,2184.7000000000016,4210.610000000002,530.4300000000002,1511.480000000002,3195.280000000004,484.3200000000001,1105.5800000000017,1494.790000000001,218.61999999999992,1028.5500000000006,2207.4200000000014,601.4500000000005,1763.0200000000013,3989.6800000000053
2011-02-23,874.5400000000001,1652.910000000003,3669.8400000000074,681.3500000000004,2120.7700000000023,2748.650000000004,867.5700000000003,2798.5299999999975,5217.060000000001,525.2200000000001,835.0900000000012,2195.180000000002,493.8900000000001,1340.3000000000018,2580.780000000004,621.4500000000002,1779.1000000000033,3719.7100000000087,647.8199999999998,1541.120000000001,2972.470000000007,688.8800000000002,1364.7800000000025,1651.3700000000022,406.47,1413.4500000000007,2802.6400000000035,711.7100000000002,1825.8800000000028,4321.740000000003
2011-02-24,751.2000000000004,1521.3300000000017,3719.130000000007,571.1400000000001,1883.3300000000022,2401.140000000003,1060.6300000000003,2824.129999999999,5081.399999999999,377.65000000000015,771.8600000000013,1941.4000000000028,419.36000000000007,1619.6300000000017,3083.8600000000038,790.6199999999999,1846.8300000000027,4005.4700000000043,452.6599999999999,1361.5100000000025,3045.570000000004,628.1200000000006,1444.580000000002,1862.9300000000023,570.62,1298.6100000000013,2250.0100000000016,579.3,1853.4100000000028,3968.9100000000053
2011-02-25,1047.5700000000006,1966.5900000000033,4499.410000000002,843.7100000000004,2321.980000000002,3188.4400000000055,1163.5200000000004,3036.7799999999997,5904.2899999999945,524.4200000000001,850.8100000000013,2406.300000000003,454.15000000000003,1422.930000000002,3013.1700000000037,764.4700000000004,2145.2400000000007,4010.5600000000068,546.9000000000002,1511.2800000000027,3116.940000000005,911.3000000000001,1927.0100000000039,2318.140000000003,420.12999999999994,1433.420000000002,2345.1300000000015,668.1400000000002,2287.1500000000037,4726.990000000005
2011-02-26,1361.300000000001,2466.55,5999.689999999993,1199.7500000000007,3772.509999999998,4801.320000000006,1363.170000000001,4290.049999999998,7874.479999999993,610.8000000000001,1039.5400000000013,2861.2800000000025,787.8900000000004,2317.88,3803.960000000003,1186.5100000000004,3109.48,5746.360000000005,685.3300000000006,1872.5700000000031,4028.9900000000025,1490.8200000000004,2446.690000000002,2390.180000000004,400.3200000000001,1906.5200000000016,3020.580000000004,1086.4700000000005,2436.1599999999994,5482.339999999998
2011-02-27,1016.8100000000003,2606.6800000000044,6324.069999999995,988.8100000000005,3346.610000000002,4053.8600000000065,1085.1300000000003,4071.719999999997,7415.759999999988,615.6900000000003,1030.310000000001,3046.8700000000067,517.6400000000002,2256.300000000003,4289.930000000001,1117.8400000000008,3027.180000000001,6387.469999999995,805.1600000000004,1954.010000000003,4554.930000000002,826.1700000000003,2220.450000000003,2190.370000000002,335.7,1347.0200000000011,2711.9100000000026,855.4700000000001,2528.9700000000025,5922.409999999995
2011-02-28,810.7900000000001,1376.8600000000022,3965.1600000000035,761.2600000000003,2168.8600000000015,2592.0800000000027,1009.4200000000005,3479.9100000000003,5803.759999999995,511.19000000000005,772.830000000001,2485.1000000000026,482.5100000000001,1597.9400000000012,3161.710000000005,669.4500000000004,2256.2500000000014,4455.480000000007,533.5300000000001,1518.480000000002,3377.110000000005,612.5000000000002,1530.6800000000017,1896.8500000000022,270.31,1538.4600000000014,2309.8600000000038,689.9000000000003,2087.240000000001,4069.180000000007
2011-03-01,980.3900000000003,1810.2000000000025,4314.800000000002,738.8300000000004,1788.2600000000014,2983.6400000000062,1126.6600000000005,2854.9500000000003,6678.239999999993,533.8200000000002,921.2000000000008,2448.370000000003,442.1500000000001,1455.4300000000019,3199.070000000005,867.1300000000005,2164.910000000002,5118.319999999996,567.9700000000003,1434.1700000000023,3672.570000000004,804.2900000000002,1540.4400000000026,1777.480000000001,505.77,1621.8300000000006,2424.760000000002,713.1700000000005,2540.0600000000013,4511.300000000007
2011-03-02,586.5700000000003,1735.7800000000022,4357.5900000000065,846.4000000000004,1896.3000000000025,2833.0300000000025,1010.2700000000004,3158.8499999999967,6422.309999999998,513.5800000000002,740.3700000000008,2370.210000000006,462.2700000000002,1426.9400000000019,3113.6000000000045,944.3300000000003,2107.6000000000013,3793.2100000000055,457.6900000000001,1323.9700000000016,3220.1800000000044,478.46000000000004,1226.2300000000016,1849.1500000000012,342.33,1405.9500000000016,2781.09,746.2900000000002,2081.7700000000013,5764.2199999999975
2011-03-03,832.7000000000003,1910.840000000003,4489.460000000004,753.1100000000006,2424.0000000000023,2983.5100000000043,1115.800000000001,3016.3199999999993,6746.869999999994,533.7900000000001,790.830000000001,2418.270000000002,414.73000000000013,1284.8200000000008,3335.4300000000017,722.9200000000001,1916.9800000000027,4555.260000000003,527.2100000000002,1439.750000000002,3761.440000000007,844.2800000000004,1492.3600000000022,1754.570000000002,560.6600000000001,1457.3800000000012,3198.4800000000023,784.2700000000006,2517.2100000000005,5934.729999999999
2011-03-04,817.2700000000004,1859.3300000000027,5626.999999999996,635.6899999999999,2399.8800000000033,3261.5200000000054,968.9800000000002,2710.9300000000035,6756.279999999996,537.1300000000002,906.1400000000008,2699.7000000000053,476.91000000000025,1198.400000000001,2973.720000000004,671.1500000000001,2311.060000000004,4421.010000000006,511.65000000000015,1415.650000000001,3656.580000000006,715.7600000000003,1565.760000000002,2194.5600000000018,381.78000000000003,1455.8900000000015,2694.0600000000036,851.6200000000002,2080.1300000000015,5265.019999999994
2011-03-05,1202.8900000000006,2590.9399999999996,7029.719999999992,1118.1200000000013,3760.070000000002,5010.169999999999,1081.670000000001,3919.489999999997,8809.97999999999,504.80000000000024,1195.4400000000016,2865.280000000004,425.4300000000004,2102.320000000002,4587.390000000007,1154.8800000000008,2795.419999999999,6274.149999999998,753.2900000000006,2128.230000000003,4981.170000000003,896.7900000000006,2076.960000000003,2461.740000000002,512.2800000000002,1844.3000000000009,3209.580000000003,943.1800000000007,2925.7300000000005,7082.349999999994
2011-03-06,1541.6200000000006,2946.9600000000014,7552.909999999994,951.5500000000005,4194.339999999999,5009.770000000001,1376.0300000000004,4689.6399999999985,10476.379999999997,509.97999999999996,1387.500000000002,3731.1500000000083,877.4900000000001,2089.080000000002,5018.700000000003,1121.9500000000012,3315.3999999999987,7812.069999999997,781.7099999999999,1770.2500000000036,5251.340000000002,1015.5600000000005,2047.5500000000038,2350.7300000000027,481.07000000000016,1424.4200000000021,3178.1600000000003,868.6300000000009,2929.1900000000037,7604.269999999998
2011-03-07,1036.77,1873.1900000000035,5272.669999999997,854.7500000000005,2116.470000000004,2767.760000000004,1124.4500000000005,3257.0999999999985,7374.449999999994,400.5600000000001,947.6500000000011,2897.030000000002,454.29,1614.8800000000008,4076.490000000005,729.0800000000004,2129.980000000002,5545.300000000001,713.090000000001,1231.1100000000015,4424.820000000004,865.3000000000002,1393.8600000000024,1589.6100000000026,438.8000000000003,1480.400000000001,2568.200000000002,712.3900000000004,2195.6500000000005,4897.740000000003
2011-03-08,960.6600000000001,1599.8700000000008,5064.280000000002,763.1300000000005,2257.9800000000027,2420.460000000003,811.2700000000006,2971.690000000001,7080.619999999988,380.23,811.5300000000012,2734.2100000000037,346.8300000000001,1312.9500000000014,3290.180000000004,714.2000000000004,1803.0300000000025,4363.960000000005,468.96000000000015,1309.6200000000017,3568.9900000000043,794.4200000000003,1260.950000000001,1642.510000000002,517.23,1356.9400000000005,2937.610000000002,681.67,1941.4400000000026,5078.410000000002
2011-03-09,728.8300000000005,1450.0500000000022,4904.109999999999,761.1400000000002,2089.3700000000026,2742.8000000000043,843.2600000000004,2614.8500000000013,6318.569999999996,473.59000000000003,757.7500000000008,2295.9200000000014,573.9699999999999,1435.0800000000022,3846.2600000000084,743.9100000000005,1826.9600000000023,4588.460000000006,607.7300000000001,1458.4000000000021,3408.6100000000065,539.39,1157.2800000000016,1396.9800000000012,370.45000000000005,1022.5600000000015,2564.520000000001,650.3700000000002,1491.1200000000017,5109.530000000002
2011-03-10,764.2000000000005,1500.7700000000023,4473.120000000004,751.0700000000002,1999.7200000000025,3008.8800000000037,824.9300000000004,3125.03,6896.719999999992,495.5500000000001,967.3000000000012,2432.690000000003,470.12000000000006,1350.480000000002,3030.620000000003,655.44,1908.3400000000029,4328.230000000004,686.0200000000003,1267.9000000000021,3237.4700000000057,955.1900000000003,1440.5300000000016,1689.9300000000014,499.82,1227.980000000002,2551.7100000000023,644.8600000000001,2011.8000000000031,4908.310000000005
2011-03-11,777.9100000000003,2044.970000000003,5757.419999999994,652.6900000000002,3196.39,3383.800000000007,1015.0900000000007,3330.42,6374.259999999998,451.75,1018.9000000000011,2557.200000000003,527.9200000000001,1568.6400000000028,3307.9400000000032,667.8700000000003,2008.6800000000017,5246.189999999998,667.0600000000002,1305.7200000000018,3873.8000000000034,1012.8600000000002,1910.1500000000024,2242.4500000000025,392.42999999999995,1267.6800000000005,2675.3900000000012,596.7000000000002,2253.100000000002,6030.4499999999925
2011-03-12,1529.9100000000008,2697.49,6558.2399999999925,1303.6300000000008,3789.3999999999983,4473.570000000006,1168.1000000000008,4244.3,7451.919999999994,560.7900000000003,1229.0700000000022,2862.0000000000023,492.2000000000003,2111.460000000003,4870.730000000004,1205.1200000000006,2770.5899999999992,5926.039999999994,612.8000000000004,1687.8000000000022,4885.210000000001,1319.2800000000009,2318.2000000000025,2507.950000000001,491.0000000000002,1873.1000000000013,3572.7200000000053,808.8700000000003,2962.9699999999975,7379.549999999996
2011-03-13,1393.4000000000003,2581.4200000000037,7012.939999999994,1216.95,3833.5800000000004,4625.060000000003,1313.4500000000014,4775.200000000001,8231.18999999999,525.7800000000001,1183.7900000000018,3127.1900000000037,689.2500000000001,2056.5500000000006,4889.509999999999,995.3300000000002,2973.780000000001,7012.499999999998,869.0000000000003,1943.2400000000027,4946.850000000002,1110.7600000000007,1963.0700000000024,2084.7700000000013,464.4500000000003,1373.8700000000015,2724.290000000003,711.8700000000001,2517.4100000000003,6833.199999999993
2011-03-14,973.5500000000003,1870.7800000000027,4707.060000000001,654.2900000000004,2391.890000000002,2741.8400000000033,937.9200000000003,3262.4200000000037,7083.949999999989,452.2100000000001,1108.2100000000014,2667.010000000004,438.15999999999997,1491.8200000000008,3892.3700000000063,893.9400000000003,2200.2800000000043,5284.230000000003,547.1500000000002,1363.4600000000016,4001.6000000000045,715.6000000000003,1242.2000000000023,1700.8900000000008,460.5100000000001,1257.8300000000008,2721.650000000001,510.1400000000001,2030.650000000002,6238.3300000000045
2011-03-15,719.26,1710.6400000000028,3912.0800000000063,697.9800000000001,2007.0500000000036,2622.680000000003,1039.7000000000003,3100.7700000000027,5736.719999999997,421.03,877.2700000000008,2390.040000000003,533.2400000000002,1603.920000000001,4377.820000000001,688.4100000000004,1939.1300000000028,5153.799999999999,444.9300000000001,1387.2000000000025,4086.3000000000065,965.9300000000001,1131.5200000000016,1982.3700000000035,288.77000000000004,1134.050000000001,3112.1100000000024,823.3800000000002,1738.2900000000018,5925.680000000002
2011-03-16,1164.500000000001,1479.4300000000023,4217.63000000001,866.24,2087.810000000002,2770.2200000000025,1065.770000000001,3263.0000000000014,5783.180000000002,568.4200000000003,1155.6400000000015,2293.850000000006,519.9400000000003,1370.8800000000012,3225.7500000000045,755.8300000000002,2168.530000000002,4009.710000000008,574.0100000000001,1534.1400000000021,3620.300000000005,925.4000000000005,1457.710000000003,1910.4900000000032,322.1599999999999,1258.6800000000017,2637.8500000000026,663.6000000000001,1710.4900000000025,4695.170000000004
2011-03-17,1021.3300000000005,1810.820000000003,3831.190000000007,792.7500000000002,2187.7300000000023,2954.9900000000057,903.2500000000005,3387.2399999999984,5477.759999999995,437.6800000000001,824.200000000001,2219.530000000003,372.1,1579.5000000000011,3487.950000000007,806.2400000000002,2075.3400000000015,4337.780000000004,437.9800000000003,1284.8400000000017,3388.4400000000023,699.29,1230.4200000000014,1641.8100000000009,390.22999999999985,1028.1900000000014,2367.920000000002,522.8400000000001,1973.540000000003,4036.4600000000078
2011-03-18,972.3500000000003,2053.350000000003,4770.360000000002,851.1300000000002,2476.0000000000005,3145.380000000005,1181.4100000000003,3204.779999999998,5247.179999999998,691.6300000000003,1074.6700000000012,2369.2200000000043,567.7300000000002,1605.2000000000019,3552.7100000000028,932.4800000000006,2066.3600000000033,4816.57,649.4300000000004,1427.6400000000024,3641.200000000004,982.24,1798.7900000000018,2175.780000000003,506.31000000000006,1484.4900000000016,2451.4100000000026,866.4500000000005,2482.3600000000024,4802.530000000003
2011-03-19,1616.8200000000006,3222.1299999999987,6427.320000000003,1372.6100000000015,4148.329999999996,4844.860000000001,1497.7700000000013,4899.019999999995,7843.929999999993,550.0200000000002,1175.350000000002,2793.3900000000044,653.1800000000005,1906.2100000000019,3926.7200000000053,1087.3800000000003,2700.7000000000007,5673.060000000004,644.8600000000004,1657.6200000000028,3814.6500000000046,1216.0500000000004,2544.120000000001,2501.8400000000033,542.0400000000001,1872.7900000000016,2784.810000000003,816.4100000000007,2987.939999999999,5725.610000000007
2011-03-20,1448.3800000000006,3060.830000000001,6502.719999999993,1169.0300000000007,4333.399999999996,4305.230000000002,1299.3800000000006,4971.779999999998,8263.749999999989,585.5400000000001,1112.5400000000016,2906.2700000000054,791.2100000000004,2567.9300000000007,4366.330000000006,906.1600000000008,2998.920000000002,5880.290000000003,608.6500000000002,1952.5700000000022,4515.640000000004,926.1900000000006,1675.7000000000019,1652.0600000000018,465.4700000000002,1230.4700000000014,2367.690000000003,845.3700000000005,2623.32,5192.749999999999
2011-03-21,861.7900000000009,1606.0800000000027,4533.870000000002,757.2500000000001,2451.8000000000034,2806.1200000000017,1084.1600000000003,3949.3700000000017,6242.719999999999,578.8800000000002,1036.300000000001,2522.2500000000036,520.3599999999999,1838.9900000000018,3028.0000000000045,719.1300000000001,2080.9900000000034,4394.450000000001,465.82000000000005,1666.860000000002,3594.6800000000053,589.7800000000001,1575.8000000000022,1696.2500000000014,443.72000000000014,1070.520000000001,2096.280000000002,639.4300000000003,2055.290000000002,4462.120000000006
